date,phu_name,phu_num,outbreak_group,number_ongoing_outbreaks
11/5/2020,NORTHWESTERN,2249,1 Congregate Care,1
11/5/2020,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
11/5/2020,PEEL REGION,2253,6 Other/Unknown,3
11/5/2020,PEEL REGION,2253,5 Recreational,10
11/5/2020,PEEL REGION,2253,4 Workplace,67
11/5/2020,PEEL REGION,2253,3 Education,31
11/5/2020,PEEL REGION,2253,2 Congregate Living,11
11/5/2020,PEEL REGION,2253,1 Congregate Care,13
11/5/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
11/5/2020,PORCUPINE,2256,4 Workplace,1
11/5/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/5/2020,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,5
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,2
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,3
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,1
11/5/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,5
11/5/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
11/5/2020,SUDBURY AND DISTRICT,2261,3 Education,1
11/5/2020,TIMISKAMING,2263,6 Other/Unknown,1
11/5/2020,TORONTO,3895,6 Other/Unknown,2
11/5/2020,TORONTO,3895,5 Recreational,6
11/5/2020,TORONTO,3895,4 Workplace,19
11/5/2020,TORONTO,3895,3 Education,20
11/5/2020,TORONTO,3895,2 Congregate Living,20
11/5/2020,TORONTO,3895,1 Congregate Care,37
11/5/2020,WATERLOO REGION,2265,6 Other/Unknown,1
11/5/2020,WATERLOO REGION,2265,5 Recreational,1
11/5/2020,WATERLOO REGION,2265,4 Workplace,2
11/5/2020,WATERLOO REGION,2265,3 Education,5
11/5/2020,WATERLOO REGION,2265,1 Congregate Care,2
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,1
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,5
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,1
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
11/5/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,3
11/5/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
11/5/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,3
11/5/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,6
11/5/2020,YORK REGION,2270,5 Recreational,7
11/5/2020,YORK REGION,2270,4 Workplace,22
11/5/2020,YORK REGION,2270,3 Education,19
11/5/2020,YORK REGION,2270,2 Congregate Living,4
11/5/2020,YORK REGION,2270,1 Congregate Care,9
11/6/2020,BRANT COUNTY,2227,1 Congregate Care,1
11/6/2020,BRANT COUNTY,2227,4 Workplace,3
11/6/2020,CHATHAM-KENT,2240,5 Recreational,1
11/6/2020,CHATHAM-KENT,2240,4 Workplace,1
11/6/2020,CHATHAM-KENT,2240,2 Congregate Living,1
11/6/2020,CITY OF HAMILTON,2237,5 Recreational,1
11/6/2020,CITY OF HAMILTON,2237,1 Congregate Care,7
11/6/2020,CITY OF HAMILTON,2237,3 Education,2
11/6/2020,CITY OF HAMILTON,2237,6 Other/Unknown,2
11/6/2020,CITY OF HAMILTON,2237,4 Workplace,3
11/6/2020,CITY OF HAMILTON,2237,2 Congregate Living,1
11/6/2020,CITY OF OTTAWA,2251,1 Congregate Care,27
11/6/2020,CITY OF OTTAWA,2251,4 Workplace,3
11/6/2020,CITY OF OTTAWA,2251,3 Education,6
11/6/2020,CITY OF OTTAWA,2251,2 Congregate Living,6
11/6/2020,DURHAM REGION,2230,5 Recreational,1
11/6/2020,DURHAM REGION,2230,4 Workplace,2
11/6/2020,DURHAM REGION,2230,3 Education,1
11/6/2020,DURHAM REGION,2230,6 Other/Unknown,1
11/6/2020,DURHAM REGION,2230,2 Congregate Living,2
11/6/2020,DURHAM REGION,2230,1 Congregate Care,2
11/6/2020,EASTERN ONTARIO,2258,1 Congregate Care,3
11/6/2020,EASTERN ONTARIO,2258,3 Education,4
11/6/2020,GREY BRUCE,2233,1 Congregate Care,1
11/6/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
11/6/2020,HALDIMAND-NORFOLK,2234,4 Workplace,1
11/6/2020,HALDIMAND-NORFOLK,2234,6 Other/Unknown,2
11/6/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
11/6/2020,HALTON REGION,2236,5 Recreational,2
11/6/2020,HALTON REGION,2236,3 Education,2
11/6/2020,HALTON REGION,2236,1 Congregate Care,7
11/6/2020,HALTON REGION,2236,2 Congregate Living,3
11/6/2020,HALTON REGION,2236,4 Workplace,1
11/6/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,1
11/6/2020,HURON PERTH,5183,1 Congregate Care,2
11/6/2020,HURON PERTH,5183,4 Workplace,1
11/6/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/6/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,1
11/6/2020,LAMBTON COUNTY,2242,4 Workplace,1
11/6/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
11/6/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/6/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,2
11/6/2020,MIDDLESEX-LONDON,2244,3 Education,1
11/6/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,1
11/6/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
11/6/2020,MIDDLESEX-LONDON,2244,4 Workplace,1
11/6/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,9
11/6/2020,NIAGARA REGION,2246,6 Other/Unknown,3
11/6/2020,NIAGARA REGION,2246,5 Recreational,1
11/6/2020,NIAGARA REGION,2246,4 Workplace,3
11/6/2020,NIAGARA REGION,2246,3 Education,2
11/6/2020,NIAGARA REGION,2246,2 Congregate Living,2
11/6/2020,NIAGARA REGION,2246,1 Congregate Care,6
11/6/2020,NORTHWESTERN,2249,3 Education,1
11/6/2020,NORTHWESTERN,2249,1 Congregate Care,1
11/6/2020,OXFORD ELGIN-ST.THOMAS,4913,6 Other/Unknown,1
11/6/2020,PEEL REGION,2253,6 Other/Unknown,3
11/6/2020,PEEL REGION,2253,5 Recreational,10
11/6/2020,PEEL REGION,2253,4 Workplace,69
11/6/2020,PEEL REGION,2253,3 Education,33
11/6/2020,PEEL REGION,2253,2 Congregate Living,13
11/6/2020,PEEL REGION,2253,1 Congregate Care,14
11/6/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
11/6/2020,PORCUPINE,2256,4 Workplace,1
11/6/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/6/2020,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,5
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,6 Other/Unknown,1
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,2
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,3
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,1
11/6/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,6
11/6/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
11/6/2020,SUDBURY AND DISTRICT,2261,3 Education,1
11/6/2020,TIMISKAMING,2263,6 Other/Unknown,1
11/6/2020,TORONTO,3895,6 Other/Unknown,2
11/6/2020,TORONTO,3895,5 Recreational,6
11/6/2020,TORONTO,3895,4 Workplace,19
11/6/2020,TORONTO,3895,3 Education,18
11/6/2020,TORONTO,3895,2 Congregate Living,20
11/6/2020,TORONTO,3895,1 Congregate Care,40
11/6/2020,WATERLOO REGION,2265,6 Other/Unknown,1
11/6/2020,WATERLOO REGION,2265,5 Recreational,1
11/6/2020,WATERLOO REGION,2265,4 Workplace,2
11/6/2020,WATERLOO REGION,2265,3 Education,5
11/6/2020,WATERLOO REGION,2265,1 Congregate Care,2
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,6 Other/Unknown,1
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,5
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,1
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
11/6/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,4
11/6/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
11/6/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,3
11/6/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,6
11/6/2020,YORK REGION,2270,6 Other/Unknown,1
11/6/2020,YORK REGION,2270,5 Recreational,7
11/6/2020,YORK REGION,2270,4 Workplace,21
11/6/2020,YORK REGION,2270,3 Education,19
11/6/2020,YORK REGION,2270,2 Congregate Living,3
11/6/2020,YORK REGION,2270,1 Congregate Care,9
11/7/2020,BRANT COUNTY,2227,1 Congregate Care,1
11/7/2020,BRANT COUNTY,2227,5 Recreational,1
11/7/2020,BRANT COUNTY,2227,4 Workplace,2
11/7/2020,CHATHAM-KENT,2240,5 Recreational,1
11/7/2020,CHATHAM-KENT,2240,2 Congregate Living,1
11/7/2020,CHATHAM-KENT,2240,4 Workplace,1
11/7/2020,CITY OF HAMILTON,2237,6 Other/Unknown,2
11/7/2020,CITY OF HAMILTON,2237,5 Recreational,2
11/7/2020,CITY OF HAMILTON,2237,4 Workplace,1
11/7/2020,CITY OF HAMILTON,2237,2 Congregate Living,1
11/7/2020,CITY OF HAMILTON,2237,3 Education,1
11/7/2020,CITY OF HAMILTON,2237,1 Congregate Care,8
11/7/2020,CITY OF OTTAWA,2251,3 Education,8
11/7/2020,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/7/2020,CITY OF OTTAWA,2251,1 Congregate Care,27
11/7/2020,CITY OF OTTAWA,2251,4 Workplace,3
11/7/2020,CITY OF OTTAWA,2251,2 Congregate Living,5
11/7/2020,DURHAM REGION,2230,2 Congregate Living,2
11/7/2020,DURHAM REGION,2230,4 Workplace,2
11/7/2020,DURHAM REGION,2230,5 Recreational,1
11/7/2020,DURHAM REGION,2230,3 Education,1
11/7/2020,DURHAM REGION,2230,1 Congregate Care,2
11/7/2020,DURHAM REGION,2230,6 Other/Unknown,1
11/7/2020,EASTERN ONTARIO,2258,3 Education,3
11/7/2020,EASTERN ONTARIO,2258,1 Congregate Care,2
11/7/2020,GREY BRUCE,2233,1 Congregate Care,1
11/7/2020,HALDIMAND-NORFOLK,2234,6 Other/Unknown,1
11/7/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
11/7/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
11/7/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
11/7/2020,HALTON REGION,2236,4 Workplace,1
11/7/2020,HALTON REGION,2236,2 Congregate Living,3
11/7/2020,HALTON REGION,2236,1 Congregate Care,8
11/7/2020,HALTON REGION,2236,3 Education,2
11/7/2020,HALTON REGION,2236,5 Recreational,2
11/7/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,1
11/7/2020,HURON PERTH,5183,1 Congregate Care,2
11/7/2020,HURON PERTH,5183,4 Workplace,1
11/7/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/7/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,1
11/7/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
11/7/2020,LAMBTON COUNTY,2242,4 Workplace,1
11/7/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/7/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,2
11/7/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,1
11/7/2020,MIDDLESEX-LONDON,2244,3 Education,1
11/7/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,9
11/7/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
11/7/2020,MIDDLESEX-LONDON,2244,4 Workplace,1
11/7/2020,NIAGARA REGION,2246,1 Congregate Care,7
11/7/2020,NIAGARA REGION,2246,5 Recreational,1
11/7/2020,NIAGARA REGION,2246,4 Workplace,6
11/7/2020,NIAGARA REGION,2246,3 Education,2
11/7/2020,NIAGARA REGION,2246,2 Congregate Living,3
11/7/2020,NORTHWESTERN,2249,3 Education,1
11/7/2020,NORTHWESTERN,2249,1 Congregate Care,1
11/7/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,1
11/7/2020,PEEL REGION,2253,6 Other/Unknown,2
11/7/2020,PEEL REGION,2253,5 Recreational,10
11/7/2020,PEEL REGION,2253,4 Workplace,71
11/7/2020,PEEL REGION,2253,3 Education,36
11/7/2020,PEEL REGION,2253,2 Congregate Living,14
11/7/2020,PEEL REGION,2253,1 Congregate Care,14
11/7/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
11/7/2020,PORCUPINE,2256,4 Workplace,1
11/7/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/7/2020,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,3
11/7/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/7/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,4
11/7/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,3
11/7/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,1
11/7/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,7
11/7/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
11/7/2020,SUDBURY AND DISTRICT,2261,3 Education,1
11/7/2020,TIMISKAMING,2263,4 Workplace,1
11/7/2020,TORONTO,3895,6 Other/Unknown,2
11/7/2020,TORONTO,3895,5 Recreational,5
11/7/2020,TORONTO,3895,4 Workplace,20
11/7/2020,TORONTO,3895,3 Education,20
11/7/2020,TORONTO,3895,2 Congregate Living,19
11/7/2020,TORONTO,3895,1 Congregate Care,43
11/7/2020,WATERLOO REGION,2265,5 Recreational,2
11/7/2020,WATERLOO REGION,2265,4 Workplace,3
11/7/2020,WATERLOO REGION,2265,3 Education,6
11/7/2020,WATERLOO REGION,2265,1 Congregate Care,3
11/7/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
11/7/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,6
11/7/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,1
11/7/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
11/7/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,5
11/7/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
11/7/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,3
11/7/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,6
11/7/2020,YORK REGION,2270,6 Other/Unknown,3
11/7/2020,YORK REGION,2270,5 Recreational,7
11/7/2020,YORK REGION,2270,4 Workplace,23
11/7/2020,YORK REGION,2270,3 Education,25
11/7/2020,YORK REGION,2270,2 Congregate Living,3
11/7/2020,YORK REGION,2270,1 Congregate Care,9
11/8/2020,BRANT COUNTY,2227,4 Workplace,2
11/8/2020,BRANT COUNTY,2227,1 Congregate Care,1
11/8/2020,BRANT COUNTY,2227,5 Recreational,1
11/8/2020,CHATHAM-KENT,2240,4 Workplace,1
11/8/2020,CHATHAM-KENT,2240,2 Congregate Living,1
11/8/2020,CHATHAM-KENT,2240,5 Recreational,1
11/8/2020,CITY OF HAMILTON,2237,6 Other/Unknown,2
11/8/2020,CITY OF HAMILTON,2237,4 Workplace,1
11/8/2020,CITY OF HAMILTON,2237,3 Education,1
11/8/2020,CITY OF HAMILTON,2237,5 Recreational,2
11/8/2020,CITY OF HAMILTON,2237,1 Congregate Care,10
11/8/2020,CITY OF HAMILTON,2237,2 Congregate Living,2
11/8/2020,CITY OF OTTAWA,2251,2 Congregate Living,4
11/8/2020,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/8/2020,CITY OF OTTAWA,2251,4 Workplace,2
11/8/2020,CITY OF OTTAWA,2251,1 Congregate Care,29
11/8/2020,CITY OF OTTAWA,2251,3 Education,7
11/8/2020,DURHAM REGION,2230,4 Workplace,2
11/8/2020,DURHAM REGION,2230,1 Congregate Care,2
11/8/2020,DURHAM REGION,2230,6 Other/Unknown,1
11/8/2020,DURHAM REGION,2230,5 Recreational,1
11/8/2020,DURHAM REGION,2230,3 Education,1
11/8/2020,DURHAM REGION,2230,2 Congregate Living,2
11/8/2020,EASTERN ONTARIO,2258,3 Education,4
11/8/2020,EASTERN ONTARIO,2258,1 Congregate Care,2
11/8/2020,GREY BRUCE,2233,1 Congregate Care,1
11/8/2020,HALDIMAND-NORFOLK,2234,6 Other/Unknown,1
11/8/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
11/8/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
11/8/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
11/8/2020,HALTON REGION,2236,5 Recreational,2
11/8/2020,HALTON REGION,2236,4 Workplace,1
11/8/2020,HALTON REGION,2236,3 Education,2
11/8/2020,HALTON REGION,2236,2 Congregate Living,2
11/8/2020,HALTON REGION,2236,1 Congregate Care,7
11/8/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,1
11/8/2020,HURON PERTH,5183,6 Other/Unknown,1
11/8/2020,HURON PERTH,5183,4 Workplace,1
11/8/2020,HURON PERTH,5183,1 Congregate Care,2
11/8/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,1
11/8/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/8/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
11/8/2020,LAMBTON COUNTY,2242,4 Workplace,1
11/8/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,2
11/8/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/8/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
11/8/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,1
11/8/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,5
11/8/2020,MIDDLESEX-LONDON,2244,4 Workplace,1
11/8/2020,MIDDLESEX-LONDON,2244,3 Education,1
11/8/2020,NIAGARA REGION,2246,2 Congregate Living,3
11/8/2020,NIAGARA REGION,2246,1 Congregate Care,6
11/8/2020,NIAGARA REGION,2246,4 Workplace,5
11/8/2020,NIAGARA REGION,2246,3 Education,2
11/8/2020,NORTHWESTERN,2249,1 Congregate Care,1
11/8/2020,NORTHWESTERN,2249,3 Education,1
11/8/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,1
11/8/2020,PEEL REGION,2253,6 Other/Unknown,3
11/8/2020,PEEL REGION,2253,3 Education,37
11/8/2020,PEEL REGION,2253,2 Congregate Living,14
11/8/2020,PEEL REGION,2253,1 Congregate Care,14
11/8/2020,PEEL REGION,2253,4 Workplace,71
11/8/2020,PEEL REGION,2253,5 Recreational,10
11/8/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
11/8/2020,PORCUPINE,2256,4 Workplace,1
11/8/2020,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,3
11/8/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/8/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/8/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,6
11/8/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,3
11/8/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,4
11/8/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,2
11/8/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
11/8/2020,SUDBURY AND DISTRICT,2261,3 Education,1
11/8/2020,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/8/2020,TIMISKAMING,2263,4 Workplace,1
11/8/2020,TORONTO,3895,6 Other/Unknown,2
11/8/2020,TORONTO,3895,5 Recreational,5
11/8/2020,TORONTO,3895,4 Workplace,18
11/8/2020,TORONTO,3895,3 Education,19
11/8/2020,TORONTO,3895,2 Congregate Living,16
11/8/2020,TORONTO,3895,1 Congregate Care,43
11/8/2020,WATERLOO REGION,2265,5 Recreational,2
11/8/2020,WATERLOO REGION,2265,4 Workplace,3
11/8/2020,WATERLOO REGION,2265,3 Education,6
11/8/2020,WATERLOO REGION,2265,1 Congregate Care,3
11/8/2020,WELLINGTON-DUFFERIN-GUELPH,2266,5 Recreational,1
11/8/2020,WELLINGTON-DUFFERIN-GUELPH,2266,4 Workplace,6
11/8/2020,WELLINGTON-DUFFERIN-GUELPH,2266,3 Education,2
11/8/2020,WELLINGTON-DUFFERIN-GUELPH,2266,2 Congregate Living,1
11/8/2020,WELLINGTON-DUFFERIN-GUELPH,2266,1 Congregate Care,5
11/8/2020,WINDSOR-ESSEX COUNTY,2268,5 Recreational,1
11/8/2020,WINDSOR-ESSEX COUNTY,2268,4 Workplace,3
11/8/2020,WINDSOR-ESSEX COUNTY,2268,1 Congregate Care,6
11/8/2020,YORK REGION,2270,6 Other/Unknown,3
11/8/2020,YORK REGION,2270,5 Recreational,7
11/8/2020,YORK REGION,2270,4 Workplace,22
11/8/2020,YORK REGION,2270,3 Education,26
11/8/2020,YORK REGION,2270,2 Congregate Living,3
11/8/2020,YORK REGION,2270,1 Congregate Care,9
11/9/2020,BRANT COUNTY,2227,5 Recreational,1
11/9/2020,BRANT COUNTY,2227,4 Workplace,2
11/9/2020,BRANT COUNTY,2227,1 Congregate Care,1
11/9/2020,CHATHAM-KENT,2240,4 Workplace,1
11/9/2020,CHATHAM-KENT,2240,5 Recreational,1
11/9/2020,CHATHAM-KENT,2240,2 Congregate Living,1
11/9/2020,CITY OF HAMILTON,2237,2 Congregate Living,2
11/9/2020,CITY OF HAMILTON,2237,5 Recreational,2
11/9/2020,CITY OF HAMILTON,2237,4 Workplace,1
11/9/2020,CITY OF HAMILTON,2237,6 Other/Unknown,2
11/9/2020,CITY OF HAMILTON,2237,1 Congregate Care,12
11/9/2020,CITY OF HAMILTON,2237,3 Education,1
11/9/2020,CITY OF OTTAWA,2251,3 Education,8
11/9/2020,CITY OF OTTAWA,2251,2 Congregate Living,3
11/9/2020,CITY OF OTTAWA,2251,4 Workplace,3
11/9/2020,CITY OF OTTAWA,2251,6 Other/Unknown,1
11/9/2020,CITY OF OTTAWA,2251,1 Congregate Care,28
11/9/2020,DURHAM REGION,2230,1 Congregate Care,2
11/9/2020,DURHAM REGION,2230,3 Education,1
11/9/2020,DURHAM REGION,2230,2 Congregate Living,2
11/9/2020,DURHAM REGION,2230,6 Other/Unknown,1
11/9/2020,DURHAM REGION,2230,4 Workplace,2
11/9/2020,EASTERN ONTARIO,2258,1 Congregate Care,2
11/9/2020,EASTERN ONTARIO,2258,2 Congregate Living,1
11/9/2020,EASTERN ONTARIO,2258,3 Education,4
11/9/2020,GREY BRUCE,2233,1 Congregate Care,1
11/9/2020,HALDIMAND-NORFOLK,2234,6 Other/Unknown,1
11/9/2020,HALDIMAND-NORFOLK,2234,1 Congregate Care,2
11/9/2020,HALDIMAND-NORFOLK,2234,4 Workplace,2
11/9/2020,"HALIBURTON, KAWARTHA, PINE RIDGE",2235,1 Congregate Care,1
11/9/2020,HALTON REGION,2236,5 Recreational,2
11/9/2020,HALTON REGION,2236,3 Education,3
11/9/2020,HALTON REGION,2236,2 Congregate Living,3
11/9/2020,HALTON REGION,2236,1 Congregate Care,7
11/9/2020,HALTON REGION,2236,4 Workplace,1
11/9/2020,HASTINGS & PRINCE EDWARD COUNTIES,2238,4 Workplace,1
11/9/2020,HURON PERTH,5183,6 Other/Unknown,1
11/9/2020,HURON PERTH,5183,4 Workplace,1
11/9/2020,HURON PERTH,5183,1 Congregate Care,3
11/9/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,3 Education,1
11/9/2020,"KINGSTON, FRONTENAC, LENNOX & ADDINGTON",2241,1 Congregate Care,1
11/9/2020,LAMBTON COUNTY,2242,4 Workplace,1
11/9/2020,LAMBTON COUNTY,2242,1 Congregate Care,1
11/9/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,4 Workplace,1
11/9/2020,"LEEDS, GRENVILLE AND LANARK DISTRICT",2243,1 Congregate Care,2
11/9/2020,MIDDLESEX-LONDON,2244,5 Recreational,4
11/9/2020,MIDDLESEX-LONDON,2244,4 Workplace,1
11/9/2020,MIDDLESEX-LONDON,2244,3 Education,1
11/9/2020,MIDDLESEX-LONDON,2244,2 Congregate Living,1
11/9/2020,MIDDLESEX-LONDON,2244,1 Congregate Care,5
11/9/2020,NIAGARA REGION,2246,4 Workplace,3
11/9/2020,NIAGARA REGION,2246,3 Education,2
11/9/2020,NIAGARA REGION,2246,2 Congregate Living,4
11/9/2020,NIAGARA REGION,2246,1 Congregate Care,6
11/9/2020,NORTHWESTERN,2249,3 Education,1
11/9/2020,NORTHWESTERN,2249,1 Congregate Care,1
11/9/2020,OXFORD ELGIN-ST.THOMAS,4913,4 Workplace,1
11/9/2020,PEEL REGION,2253,6 Other/Unknown,3
11/9/2020,PEEL REGION,2253,5 Recreational,12
11/9/2020,PEEL REGION,2253,4 Workplace,71
11/9/2020,PEEL REGION,2253,3 Education,36
11/9/2020,PEEL REGION,2253,2 Congregate Living,14
11/9/2020,PEEL REGION,2253,1 Congregate Care,15
11/9/2020,PETERBOROUGH COUNTY-CITY,2255,1 Congregate Care,1
11/9/2020,PORCUPINE,2256,4 Workplace,1
11/9/2020,RENFREW COUNTY AND DISTRICT,2257,4 Workplace,1
11/9/2020,RENFREW COUNTY AND DISTRICT,2257,1 Congregate Care,3
11/9/2020,SIMCOE MUSKOKA DISTRICT,2260,5 Recreational,1
11/9/2020,SIMCOE MUSKOKA DISTRICT,2260,4 Workplace,4
11/9/2020,SIMCOE MUSKOKA DISTRICT,2260,3 Education,3
11/9/2020,SIMCOE MUSKOKA DISTRICT,2260,2 Congregate Living,1
11/9/2020,SIMCOE MUSKOKA DISTRICT,2260,1 Congregate Care,6
11/9/2020,SUDBURY AND DISTRICT,2261,5 Recreational,1
11/9/2020,SUDBURY AND DISTRICT,2261,3 Education,1
11/9/2020,THUNDER BAY DISTRICT,2262,2 Congregate Living,1
11/9/2020,TIMISKAMING,2263,4 Workplace,1
11/9/2020,TORONTO,3895,6 Other/Unknown,2
11/9/2020,TORONTO,3895,5 Recreational,5
11/9/2020,TORONTO,3895,4 Workplace,18
11/9/2020,TORONTO,3895,3 Education,20
11/9/2020,TORONTO,3895,2 Congregate Living,17
11/9/2020,TORONTO,3895,1 Congregate Care,43
11/9/2020,WATERLOO REGION,2265,5 Recreational,3
